improve_chem_id	canSMILES
Drug_1308	COc1c(NC(C)=O)c2ccccc2c2ccccc12
Drug_1309	COc1cc2nc(-c3cc(F)ccc3O)nc(N[C@@H]3CNC[C@H]3C(C)(C)O)c2cc1OC
Drug_131	Cc1c([N+](=O)[O-])oc2ccc3ccccc3c12
Drug_1310	COc1ccc(S(=O)(=O)N(C(C)=O)c2ccccc2C=Cc2cc[n+]([O-])cc2)cc1
Drug_1311	COc1cc(-n2c(=S)[nH]c3ccccc3c2=O)c(Cl)cc1Cl
Drug_1312	C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C
Drug_1313	COc1ccc(C2C(C(=O)Nc3ccccc3)=C(C)N=c3s/c(=C\c4cn(Cc5ccccc5)c5ccccc45)c(=O)n32)cc1
Drug_1314	COc1ccccc1S(=O)(=O)Nc1ccc2c(c1)CN(C)C(=O)N2
Drug_1315	CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1
Drug_1316	COc1cc2c(cc1F)C(c1ccccc1Cl)=Nc1c(C)n[nH]c1N2
Drug_1317	CNCCn1c(=O)c2cc(OC)c(OC)cc2c2cnc3cc4c(cc3c21)OCO4
Drug_1318	CCN1CCN(c2ccc(Nc3cc(N(C)C(=O)Nc4c(Cl)c(OC)cc(OC)c4Cl)ncn3)cc2)CC1
Drug_1319	COc1cc2ncn(-c3cc(OCc4ccccc4C(F)(F)F)c(C(N)=O)s3)c2cc1OC
Drug_132	Cc1cc(Nc2nc(C(=O)Nc3ccccc3)nc3ccccc23)[nH]n1
Drug_1320	COc1cc2ncn(-c3cc(OCc4ccccc4S(C)(=O)=O)c(C#N)s3)c2cc1OC
Drug_1321	C=CC(=O)N[C@@H]1CN(c2nc(Nc3cn(C)nc3OC)c3ncn(C)c3n2)C[C@H]1F
Drug_1322	COc1cc(OC)c(F)c(COc2cnc(Nc3cnn(CCO)c3)nc2)c1F
Drug_1323	COc1ccc2cc(-c3nc(-c4ccc(S(C)=O)cc4)[nH]c3-c3ccncc3)ccc2c1
Drug_1324	CCNC(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2cc(OC)ccc2-n2c(C)nnc21
Drug_1325	Nc1ncn(C2CC(O)C(CO)S2)c(=O)n1
Drug_1326	COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1
Drug_1327	COc1cc(=C2C=c3ccccc3=N2)[nH]c1=Cc1[nH]c(C)cc1C.CS(=O)(=O)O
Drug_1328	COc1ccc(NC(=O)C2CCC(CNS(=O)(=O)c3ccccc3)CC2)cc1OC
Drug_1329	COc1cc2c(Nc3ccc(Cl)c(Cl)c3F)ncnc2cc1OCC1C[C@@H]2CN(C)C[C@@H]2C1
Drug_133	CNCc1ccc(C)c(NC(=O)c2ccc(Nc3nc(-c4ccccc4)c4ccccc4n3)cc2)c1
Drug_1330	COc1ccc(N(C)c2nc(C)nc3ccccc23)cc1
Drug_1331	COc1cc(-c2nn(C3CCC(N4CCN(C(C)=O)CC4)CC3)c3ncnc(N)c23)ccc1NC(=O)c1cc2ccccc2n1C
Drug_1332	COc1cc(N2CCC(N)CC2)ccc1Nc1ncc(Cl)c(-c2c[nH]c3ccccc23)n1
Drug_1333	COc1cc2c(cc1OC)CC(=O)Nc1cc(OC)c(OC)cc1CC2
Drug_1334	COc1cc(-c2cc3ccccc3[nH]2)[nH]c1/C=C1\N=C(C)C=C1C
Drug_1335	O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1
Drug_1336	COc1ccc(/C=C2\CCNC2=O)cc1
Drug_1337	COC(=O)c1cc(/C=C\c2cc(OC)ccc2OC)ccc1OC
Drug_1338	COc1ccc(-c2nc(-c3ccc(OC)cc3)n(-c3ccccc3)n2)cc1
Drug_1339	COc1ccc2[nH]c3c4c(cc(-c5ccccc5)c3c2c1)C(=O)N(c1ccccc1)C4=O
Drug_134	CN(C)CCCNc1c2c(=O)n(C)c(=O)nc-2n(C)c2ccccc12
Drug_1340	COc1ccc2c(c1)C1(CC1c1ccc3c(C=Cc4ccc(CN5CC(C)OC(C)C5)cc4)n[nH]c3c1)C(=O)N2
Drug_1341	COc1ccc2c(Oc3ccc(NC(=O)c4c(C)n(CC(C)(C)O)n(-c5ccccc5)c4=O)nc3)ccnc2c1
Drug_1342	COc1ccc(-c2ccc(/C=C/C(=O)NO)cc2)cc1
Drug_1343	COc1ccc(/C=C/C(=O)c2c(-c3ccccc3)c3ccccc3[nH]c2=O)cc1
Drug_1344	COc1ccc2nccc(/C=C/c3ccc(N(C)C)cc3)c2c1
Drug_1345	COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1
Drug_1346	COc1ccc(C2=Nn3c(nnc3-c3ccc(F)c(Cl)c3)SC2)cc1
Drug_1347	COc1cc2nccc(Oc3ccc(NC(=O)Nc4ccc(F)cc4F)c(F)c3)c2cc1OC
Drug_1348	CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C=O)C3C(O)(C(=O)OC)C(C(=O)OC)C5(CC)C=CCN6CCC43C65)C2)C1
Drug_1349	O=C1C(=NNc2ccc3cc(S(=O)(=O)O)ccc3c2)C=C(S(=O)(=O)O)c2cccnc21
Drug_135	CCc1cc2c(c(OCC(F)(F)F)c(C(=O)NC3CCN(C(=O)CO)CC3)n2C)c(=O)n1CC(=O)c1ccccc1
Drug_1350	COc1ccc(-c2cc3nccn3c(Nc3ncccc3C(N)=O)n2)cc1OC
Drug_1351	COc1ccc(OC)c(/C=C2\SC(=S)NC2=O)c1
Drug_1352	Cc1ccc(-c2ccc(Nc3c4ccccc4nc4ccccc34)cc2)cn1
Drug_1353	COC(=O)NC1(NC(=O)OC)NC(=O)c2cc(OC)c(OC)c(OC)c2N1
Drug_1354	CCCC1CC(OC)CC(C)CC2CC(OC(=O)C=CCCc3coc(C=CCNC(=O)OC)n3)CC(CC(=O)O1)O2
Drug_1355	COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC
Drug_1356	COc1ccc(-n2c(SCCCN3C(=O)c4cccc5cccc(c45)C3=O)nnc2-c2ccncc2)cc1
Drug_1357	COc1cccc(-c2cc(=O)c3ccccc3o2)c1N
Drug_1358	COc1ccc(CN(Cc2ccc(OC)cc2)C(=O)CC2(O)CCc3ccccc3C2)cc1
Drug_1359	COc1ccc(C(=O)CC2(O)C(=O)Nc3c(Cl)ccc(Cl)c32)cc1
Drug_136	CC1(C)CC(O)CC(C)(C)N1[O]
Drug_1360	COc1cccc2cc(-c3nc([C@H]4CC[C@@H](C(=O)O)CC4)n4ncnc(N)c34)[nH]c12
Drug_1361	COc1ccc(Br)cc1NC(=O)Nc1cccc2c1ccn2Cc1ccnc(N)c1
Drug_1362	COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3OC1CC(N)C(O)C(C)O1
Drug_1363	COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1
Drug_1364	C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC)ncc2C(F)(F)F)c1
Drug_1365	CCCCC(=O)OCC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](OC2CC(NC(=O)C(F)(F)F)C(O)C(C)O2)C1)C(=O)c1c(OC)cccc1C3=O
Drug_1366	C=CC(=O)Nc1cccc(C)c1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)ccc2n1
Drug_1367	COc1ccccc1N1CCN(C(=O)c2ccc(NS(=O)(=O)c3cccc4cccnc34)cc2)CC1
Drug_1368	COc1ccc([C@@]23Oc4cc(OC)cc(OC)c4[C@]2(O)[C@H](O)[C@H](C(N)=O)[C@H]3c2ccccc2)cc1
Drug_1369	COc1ccc([C@@]23Oc4cc(OC)cc(OC)c4[C@]2(O)[C@H](O)[C@H](C(=O)N(C)C)[C@H]3c2ccccc2)cc1
Drug_137	CC#CC(=O)N1CCC(n2c(=O)n(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1
Drug_1370	CONC(=O)[C@H]1[C@@H](O)[C@@]2(O)c3c(OC)cc(OC)cc3O[C@@]2(c2ccc(OC)cc2)[C@@H]1c1ccccc1
Drug_1371	COc1ccc([C@@]23Oc4cc(OC)cc(OC)c4[C@]2(O)[C@H](O)[C@H](C(=O)N(C)OC)[C@H]3c2ccccc2)cc1
Drug_1372	COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(/C(CO)=N/NC(=O)CCCCCN1C(=O)C=CC1=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1
Drug_1373	COc1ccc(Cn2ccc3ccc(C(=O)NO)cc32)cc1
Drug_1374	CC1(C)CC=C(c2cnc3ccccc3c2)c2cc(C(=O)Nc3ccc(C(=O)O)cc3)ccc21
Drug_1375	COc1cc(C(=O)N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc2c(n1)N(C)c1ccccc1C(=O)N2C
Drug_1376	COc1cc(N2CCN(C)CC2)ccc1Nc1ncc2c(n1)N(C)c1ccccc1C(=O)N2C
Drug_1377	COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1
Drug_1378	COc1ccc(C#CC2=CCCN(C(=O)/C=C/c3cc(OC)c(OC)c(OC)c3)C2=O)cc1
Drug_1379	CCc1cccc(CC)c1NC(=O)c1ccn2c1CCc1cnc(Nc3ccc(N4CCN(C)CC4)cc3OC)nc1-2
Drug_138	Cc1n[nH]c2c1[C@@H](c1ccccc1)C1=C(CC(C)(C)CC1=O)N2
Drug_1380	C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)ncc2Cl)c1
Drug_1381	CCC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)ncc2Cl)c1
Drug_1382	COc1ccc(N(C(=O)Oc2c(C)cccc2C)c2ccnc(Nc3ccc(N4CCN(C)CC4)cc3)n2)c(OC)c1
Drug_1383	CN1CCN(c2ccc(Nc3cc(-c4cccc(-n5ccc6cc(C7CC7)cc(F)c6c5=O)c4CO)cn(C)c3=O)nc2)CC1
Drug_1384	COc1cc(OC)c2c(=O)[nH]c(-c3cc(C)c(OCCO)c(C)c3)nc2c1
Drug_1385	COc1ccc(-c2cc3c(C)nc(N)nc3n([C@H]3CC[C@H](OCCO)CC3)c2=O)cn1
Drug_1386	C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCCC(=O)NO)cc23)c1
Drug_1387	COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl
Drug_1388	COc1cc2c(Nc3cc(Cl)c(OC)c(Cl)c3)c(C#N)cnc2cc1OCCCN1CCN(C)CC1
Drug_1389	C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(Cl)c4F)ncnc3cc2OC)CC1
Drug_139	COC12C(COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1CC1NC12
Drug_1390	COc1cc(C=CC(=O)CC(=O)C=Cc2ccc(O)c(OC)c2)ccc1O
Drug_1391	CNC(=O)CN1CCC(Oc2cc3c(Nc4cccc(Cl)c4F)ncnc3cc2OC)CC1
Drug_1392	COc1ccc(S(=O)(=O)N2CCN(S(=O)(=O)c3ccc4c(c3)OCCO4)CC2)cc1
Drug_1393	COc1ccc(S(=O)(=O)N(C(C)=O)c2ccc(OC(C)=O)c3ccccc23)cc1[N+](=O)[O-]
Drug_1394	CNC(=O)c1ccccc1Nc1cc(Nc2ccc(N3CCOCC3)cc2OC)ncc1C(F)(F)F
Drug_1395	COc1ccc(-c2ccc3ncc4c(c3c2)n(-c2ccc(N3CCNCC3)c(C(F)(F)F)c2)c(=O)n4C)cn1
Drug_1396	CNC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCOCC3)cc2OC)ncc1Cl
Drug_1397	COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)NC(=O)C(C)(C)O4)n2)cc(OC)c1OC
Drug_1398	COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)N(COP(=O)(O)O)C(=O)C(C)(C)O4)n2)cc(OC)c1OC
Drug_1399	C=CC(=O)NC1CCOCC1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)ccc2n1
Drug_14	Nc1ccc(C(=O)Nc2ccccc2N)cc1
Drug_140	CO[C@@]12[C@H](COC(N)=O)C3=C(C(O)=C(C)C(=N)C3=O)N1C[C@@H]1N[C@@H]12
Drug_1400	COc1c(Nc2ncc(Cl)c(N[C@@H]3[C@H]4C=CC(C4)[C@@H]3C(N)=O)n2)ccc2c1CC[C@@H](N1CCOCC1)CC2
Drug_1401	COc1nc(C)cnc1NS(=O)(=O)c1cccnc1-c1ccc(-c2nnco2)cc1
Drug_1402	COc1ccc(C2(CNC(=O)c3ccc(NC(=O)c4ccco4)cc3)CCOCC2)cc1
Drug_1403	COc1ccc2c(c1)c(CCN1CCOCC1)c(C)n2C(=O)c1cccc(Cl)c1Cl
Drug_1404	COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)ncnc2cc1OCCCN1CCOCC1
Drug_1405	COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1
Drug_1406	CN(C)CCCOc1ccc(-c2ccc3ncc4c(c3c2)n(C2CCOCC2)c(=O)n4C)cn1
Drug_1407	COc1cc2c(Oc3ccc(-c4cnc(Nc5ccc(F)cc5)n(C)c4=O)cc3F)ccnc2cc1OCCCN1CCOCC1
Drug_1408	COc1ccc(Nc2nc(N)c(C(=O)c3ccc(Cl)cc3)s2)cc1
Drug_1409	COc1ccc(Oc2cc(NCCC(F)(F)F)c3ncc(-c4ccc(C(=O)NC5CC5)c(C)c4)n3n2)c(F)c1F
Drug_141	Cc1ccc2nc(NCCN)c3ncc(C)n3c2c1
Drug_1410	COc1ccc(F)c(F)c1C(=O)c1cnc(NC2CCN(S(C)(=O)=O)CC2)nc1N
Drug_1411	COc1ccc(F)cc1-c1ccnc2[nH]c(C3=CCN([C@H]4CC[C@H](CC(=O)O)CC4)CC3)cc12
Drug_1412	COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(N)=O
Drug_1413	COc1cc(N2CCN(C)CC2)ccc1Nc1nc(N)c(C(=O)c2c(Cl)cccc2Cl)s1
Drug_1414	CCN(CC)CCNC(=O)c1nn(-c2ccc(Cl)cc2)c2c1CCc1cc(OC)ccc1-2
Drug_1415	CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c(OC)c2)nc1NC1CCOCC1
Drug_1416	CCC1=C[C@@H]2CN(C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2
Drug_1417	CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1
Drug_1418	CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1.O=S(=O)(O)O
Drug_1419	CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C=O)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1
Drug_142	CCc1c[nH]c2ncnc(N3CC[C@](N)(CNC(=O)c4ccc(F)cc4F)C3)c12
Drug_1420	COc1cc(OC)cc(N2CCN(C(=O)Nc3nc4cc(F)ccc4nc3OC)CC2)c1
Drug_1421	COc1nc(N)nc2c1ncn2C1OC(CO)C(O)C1O
Drug_1422	COc1cc(CCc2cc(NC(=O)c3ccc(N4C[C@@H](C)N[C@@H](C)C4)cc3)[nH]n2)cc(OC)c1
Drug_1423	CCN(CC)CCCCNc1ncc2cc(-c3cc(OC)cc(OC)c3)c(NC(=O)NC(C)(C)C)nc2n1
Drug_1424	COc1ccccc1Nc1nc2c(=O)n(C)c(=O)n(C)c2[nH]1
Drug_1425	COc1cccc(Nc2nc3c(=O)n(C)c(=O)n(C)c3[nH]2)c1
Drug_1426	C[C@]12CCC(=O)C=C1CC[C@@H]1C2CC[C@]2(C)Nc3n[nH]cc3CC12
Drug_1427	COc1cc(/C=C2/C[C@H]3[C@@H]4CCC5=CC(=O)CC[C@]5(C)[C@H]4CC[C@]3(C)NC2=O)cc(OC)c1OC
Drug_1428	CCN(CC)CCOc1ccc(/C=C2\CC3C4CCC5=CC(=O)CC[C@]5(C)C4CC[C@]3(C)C2=O)cc1OC
Drug_1429	COc1c(OCCCN2CCOCC2)ccc2c1N=C(NC(=O)c1cnc(N)nc1)N1CCN=C21
Drug_143	CC1=C(CO)C2=C(C)C3(CC3)[C@@](C)(O)C(=O)C2=C1
Drug_1430	COc1c2occc2cc2ccc(=O)oc12
Drug_1431	COc1ccc(-n2c(SCc3nc(-c4ccc(C)cc4)no3)nnc2-c2ccncc2)cc1
Drug_1432	COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC
Drug_1433	CNC(=O)c1cc2c(Oc3ccc(NC(=S)NC(=O)Cc4ccccc4)cc3F)ccnc2cc1OC
Drug_1434	COc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)c2cc1OC
Drug_1435	COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C(F)(F)F)on4)c3)c2cc1OC
Drug_1436	COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC(=O)N1CCN(C)C[C@H]1C
Drug_1437	CC1CN(C2COC2)CCN1c1ccc(Nc2cc(-c3ccnc(N4CCn5c(cc6c5CC(C)(C)C6)C4=O)c3CO)cn(C)c2=O)nc1
Drug_1438	COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCCCN1CCOCC1
Drug_1439	CNC(=O)c1cccc2cc(Oc3ccnc4cc(OCC5(N)CC5)c(OC)cc34)ccc12
Drug_144	Cn1cc(-c2ccc(-c3cncc(Cl)c3N3CCC4(CCNC4=O)CC3)cc2)cn1
Drug_1440	COc1cccc(OCCCN)c1-c1cc(Nc2cnc(C#N)cn2)[nH]n1
Drug_1441	COc1ccc(N(C(=O)c2ccccc2)S(=O)(=O)c2cc(OC)ccc2OC)cc1
Drug_1442	COC(=O)C1(c2ccc(OC)cc2)NC(c2ccccc2)C2C(=O)N(c3ccc(OC)cc3)C(=O)C21
Drug_1443	CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21
Drug_1444	COc1cc(C=CC(=O)N2CCC=CC2=O)cc(OC)c1OC
Drug_1445	COc1cc(F)ccc1-c1ncnc(Nc2cccc(CS(C)(=N)=O)c2)n1
Drug_1446	CCn1c(=O)c2c(nc(/C=C/c3ccc(OC)c(OC)c3)n2C)n(CC)c1=O
Drug_1447	COc1nnc2ccc(N3CCC(c4ccc(OCCN5CCN(C)C(=O)C5C)cc4)CC3)nn12
Drug_1448	COc1cc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2OC)=NC3)ccc1C(=O)O
Drug_1449	COc1cc(O)c2c(c1)/C=C/C[C@H](O)[C@H](O)C(=O)/C=C\C[C@H](C)OC2=O
Drug_145	Cn1ncc2cc(-c3cnc(N)c(Cl)c3N3CCC4(CCNC4=O)CC3)ccc21
Drug_1450	CNC(=O)c1ccccc1Nc1nc(Nc2ccc3c(c2OC)CCC[C@H](N2CCN(CCO)CC2)C3)ncc1Cl
Drug_1451	CCOc1nc(NC(=O)Cc2cc(OC)ccc2OC)cc(N)c1C#N
Drug_1452	CCN1C(=O)CCCc2c1ccc(Nc1ncc(Cl)c(NC3[C@@H](C(N)=O)[C@@H]4C=C[C@H]3C4)n1)c2OC
Drug_1453	COc1nccnc1NS(=O)(=O)c1ccc(NC(=O)/C=C/c2ccc([N+](=O)[O-])s2)cc1
Drug_1454	COc1cc(C(=O)NC2CCN(C)CC2)c(F)cc1Nc1ncc2c(n1)N(C1CCCC1)CC(F)(F)C(=O)N2C
Drug_1455	O=C(CN1C(=O)c2ccccc2C1=O)NC1(C(=O)O)CCCC1
Drug_1456	COc1ccc(S(=O)(=O)Nc2ccccc2C(=O)O)cc1
Drug_1457	CNc1cc(OCc2ccccc2)c(OC)cc1C(=O)N1CCC[C@H]1CO
Drug_1458	COc1ccc(Cl)c(Nc2nc3ccccc3nc2NS(=O)(=O)c2cccc(NC(=O)C(C)(C)N)c2)c1
Drug_1459	NC(=O)c1cnc(NC2CCCCC2N)nc1Nc1cccc(-n2nccn2)c1
Drug_146	Cc1cc(C(=O)CN2C(=O)CCC2=O)c(C)n1Cc1ccccc1
Drug_1460	COc1cc(C(=O)NC2CCN(C)CC2)ccc1Nc1ncc2c(n1)N(C1CCCC1)C(C)CC(=O)N2C
Drug_1461	CC[C@@H]1c2c(C#N)ncn2-c2cnc(Nc3ccc(C(=O)NC4CCN(C5CCN(CC6CC6)CC5)CC4)cc3OC)nc2N1C1CCCC1
Drug_1462	COc1cc(C(=O)NC2CCN(C)CC2)ccc1Nc1ncc2c(n1)N(C1CCCC1)CC(F)(F)C(=O)N2C
Drug_1463	COc1cc(C(=O)N[C@@H]2CCCN(C)C2)ccc1Nc1ncc2c(n1)N(C1CCCC1)CC(C)(C)C(=O)N2C
Drug_1464	COc1cccc2[nH]c3c4c(c5c(c3c12)C(=O)N(CN1CCN(C)CC1)C5=O)CCC4
Drug_1465	COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ncnc2cc1OCCCN1CCCC1
Drug_1466	COc1cc(OC2CCN(C)CC2)ccc1Nc1ncc2c(n1)n(C1CCCC1)c(=O)n2C
Drug_1467	COc1ccc(-c2nc(N3CCOCC3)c3sc(CN(C)c4ncc(C(=O)NO)cn4)cc3n2)cn1
Drug_1468	COc1cc2nc(N3CCCN(C)CC3)nc(NC3CCN(Cc4ccccc4)CC3)c2cc1OC
Drug_1469	COc1cc2c(NC3CCN(C)CC3)nc(N3CCCN(C)CC3)nc2cc1OCCOCCN(C)C
Drug_147	CNC(=O)Nc1ccc(-c2nc(N3CC4CCC(C3)O4)c3cnn(C4CCC5(CC4)OCCO5)c3n2)cc1
Drug_1470	COc1ccccc1-c1cccc(-c2nc(C(=O)NCc3ccncc3)cc3c2[C@H](CCO)N([S@@](=O)C(C)(C)C)C3)c1
Drug_1471	COc1cc(Nc2nc3ccccc3nc2NS(=O)(=O)c2ccc(NC(=O)c3ccc(C)c(OC)c3)cc2)cc(OC)c1
Drug_1472	CCC1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1
Drug_1473	COc1cc([C@@H]2c3cc4c(cc3C(Br)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC
Drug_1474	COc1ccc(COc2ccc(Cc3cnc(N)nc3N)cc2OC)cc1
Drug_1475	COc1cc2c(cc1OC)C(CCc1ccc(Cl)cc1)N(C)CC2
Drug_1476	COc1ccccc1[C@@H]1C2=C(CC(C)(C)CC2=O)Nc2n[nH]c(C(F)(F)F)c21
Drug_1477	COc1cccc(Nc2ncnn3ccc(CN4CC[C@@H](N)[C@H](O)C4)c23)c1
Drug_1478	CCOC(=O)C1=C(C)N=c2s/c(=C\c3ccccc3O)c(=O)n2C1c1ccc(OC)c2ccccc12
Drug_1479	Nc1[nH]nc2nnc(-c3c(-c4ccccc4)nn4ccccc34)cc12
Drug_148	CC1=C(C(=O)Nc2cc3cn[nH]c3cc2F)C(c2ccc(C(F)(F)F)cc2)CC(=O)N1
Drug_1480	COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)=O)C1c1ccccc1[N+](=O)[O-]
Drug_1481	COCCO/C(O)=C1/C(C)=NC2=C(C(=O)CC(c3ccccc3OC)C2)C1c1cccc(O)c1
Drug_1482	CCCCCCCCCC[C@@H]1C(=O)O[C@H]1CCc1ccc(OC)c(OC)c1
Drug_1483	COc1cc(C(=O)O)ccc1NC(=O)[C@@H]1N[C@@H](CC(C)(C)C)[C@](C#N)(c2ccc(Cl)cc2F)[C@H]1c1cccc(Cl)c1F
Drug_1484	CCc1cc(Nc2nccc(-c3c(-c4ccc(OC)c(C(=O)Nc5c(F)cccc5F)c4)nc4ccccn34)n2)c(OC)cc1N1CCC(N2CCN(S(C)(=O)=O)CC2)CC1
Drug_1485	COc1cc([C@@H]2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)[C@@H]32)OCO4)cc(OC)c1O
Drug_1486	COc1ccc2c(c1)CC[C@@H]1C2CC[C@]2(C)OC(=O)CCC12
Drug_1487	COc1cc(C2c3cc4c(cc3C(OC3OC5COC(c6cccs6)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O
Drug_1488	COc1cc(CCC(=O)N2CCC=CC2=O)cc(OC)c1OC
Drug_1489	Cn1c(CCCC(=O)O)nc2cc(N(CCCl)CCCl)ccc21
Drug_149	CC1=C(C(=O)Nc2ccc3[nH]ncc3c2)C(c2ccc3ccccc3c2)CC(=O)N1
Drug_1490	COC(=O)CC(O)(CCCC(C)(C)O)C(=O)OC1C(OC)=CC23CCCN2CCc2cc4c(cc2C13)OCO4
Drug_1491	COc1ccc(CN2C(=O)C3C(c4ccccc4CC34CCCC4)n3nnnc32)cc1
Drug_1492	COc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCC(O)CC2)n1
Drug_1493	COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1.Cl
Drug_1494	CCN1CCN(Cc2ccc(NC(=O)c3ccc(C)c(/C=C/c4cnc5[nH]ccc5c4OC)c3)cc2C(F)(F)F)CC1
Drug_1495	CNC(=O)c1c(F)cccc1Nc1nc(Nc2cc3c(cc2OC)CCN3C(=O)CN(C)C)nc2[nH]ccc12
Drug_1496	COc1cc(OC)c(/C=C/S(=O)(=O)Cc2ccc(OC)c(NCC(=O)O)c2)c(OC)c1
Drug_1497	COc1cc2ncnc3c2cc1OCCCCCN(C)Cc1ccc(Br)cc1N3
Drug_1498	COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)C=CCN1CCCCC1
Drug_1499	C=CCNC1=C(Cl)C(=O)c2ccccc2C1=O
Drug_15	O=C(O)c1ccc(C(O)(c2ccccc2)c2ccccc2)cc1
Drug_150	COC(=O)C1(C)NCCc2c1[nH]c1ccccc21
Drug_1500	COc1ccc2c(OCc3nnc4ccc(-c5ccccc5)nn34)ccnc2c1
