DrugID	SMILES	canSMILES	NAME	PUBCHEM_ID	CAS_ID	improve_chem_id
NSC.348884	Cc1ccc2[nH]c(CN(CCN(Cc3nc4cc(C)ccc4[nH]3)Cc5nc6cc(C)ccc6[nH]5)Cc7nc8cc(C)ccc8[nH]7)nc2c1	Cc1ccc2[nH]c(CN(CCN(Cc3nc4cc(C)ccc4[nH]3)Cc3nc4cc(C)ccc4[nH]3)Cc3nc4cc(C)ccc4[nH]3)nc2c1			81624-55-7	Drug_817
NSC.34947	CCCCC(=O)c1ccc2ccccc2c1O	CCCCC(=O)c1ccc2ccccc2c1O			67013-64-3	Drug_873
NSC.350625	Cc1ccccc1CN2CC3=C(CCN(Cc4ccccc4)C3=O)N5CCN=C25	Cc1ccccc1CN1CC2=C(CCN(Cc3ccccc3)C2=O)N2CCN=C12	ONC-201	121283359.0	1616632-77-9	Drug_670
NSC.351107	Cc1[nH]c2ccccc2c1CCCO	Cc1[nH]c2ccccc2c1CCCO		26665191.0	34609-83-1	Drug_125
NSC.351813	Oc1cccc(\C=N/NC(=O)c2ccccc2)c1O	O=C(N/N=C\c1cccc(O)c1O)c1ccccc1		121283370.0		Drug_326
NSC.362856	CN1N=Nc2c(ncn2C1=O)C(=O)N	Cn1nnc2c(C(N)=O)ncn2c1=O	Temozolomide	99355753.0	85622-93-1	Drug_185
NSC.36369	C(CC[n+]1ccc2ccccc2c1)C[n+]3ccc4ccccc4c3	c1ccc2c[n+](CCCC[n+]3ccc4ccccc4c3)ccc2c1			67258-24-6	Drug_19
NSC.36405	COc1ccc2c(c[n+](C)c3c2ccc4cc5OCOc5cc34)c1OC	COc1ccc2c(c[n+](C)c3c4cc5c(cc4ccc23)OCO5)c1OC	chelerythrine		3895-92-9	Drug_1290
NSC.364372	CC\C(=C/C(C)C\C=C\C(=C\C(C)C(=O)C(C)C(O)C(C)C\C(=C\C(=O)O)\C)\C)\C=C\C1OC(=O)C=CC1C	CCC(/C=C/C1OC(=O)C=CC1C)=C\C(C)C/C=C/C(C)=C/C(C)C(=O)C(C)C(O)C(C)C/C(C)=C/C(=O)O	ELACTOCIN		87081-35-4	Drug_1030
NSC.369100	CC(C)Cn1cnc2c(N)nc3ccccc3c12	CC(C)Cn1cnc2c(N)nc3ccccc3c21	Imiquimod		99011-02-6	Drug_1223
NSC.373980	Cc1c(oc2ccc3ccccc3c12)[N+](=O)[O-]	Cc1c([N+](=O)[O-])oc2ccc3ccccc3c12			86539-67-5	Drug_131
NSC.373989	CN(C)CCC\N=C/1\C2=C(NC(=O)N(C)C2=O)N(C)c3ccccc13	CN(C)CCC/N=c1\c2ccccc2n(C)c2[nH]c(=O)n(C)c(=O)c12				Drug_299
NSC.375571	CC(C)CCCC(C)C1CCC2\C(=C\C=C/3\CC(O)CCC3=C)\CCCC12C	C=C1CCC(O)C/C1=C/C=C1\CCCC2(C)C1CCC2C(C)CCCC(C)C	Cholecalciferol		67-97-0	Drug_1205
NSC.381866	COC1\C=C\C=C(/C)\CC(C)C(O)C(C)\C=C(/C)\C=C(/OC)\C(=O)OC1C(C)C(O)C(C)C2(O)CC(O)C(C)C(O2)C(C)C	CO/C1=C\C(C)=C\C(C)C(O)C(C)C/C(C)=C/C=C/C(OC)C(C(C)C(O)C(C)C2(O)CC(O)C(C)C(C(C)C)O2)OC1=O	BAFILOMYCIN A1		88899-55-2	Drug_1511
NSC.38721	ClC(Cl)C(c1ccc(Cl)cc1)c2ccccc2Cl	Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1	Mitotane		53-19-0	Drug_1076
NSC.401443	COc1cc(O)c(C(=O)C)c(O)c1	COc1cc(O)c(C(C)=O)c(O)c1	PHLORETIN		7507-89-3	Drug_1287
NSC.40341	ClC1=C(N2CCN(CC2)C3=C(Cl)C(=O)c4ccccc4C3=O)C(=O)c5ccccc5C1=O	O=C1C(Cl)=C(N2CCN(C3=C(Cl)C(=O)c4ccccc4C3=O)CC2)C(=O)c2ccccc21			6312-47-6	Drug_923
NSC.405961	O=C1Nc2ccccc2/C/1=C/c3ccccc3	O=C1Nc2ccccc2/C1=C/c1ccccc1			3359-49-7	Drug_340
NSC.408493	OC(=O)c1ccc(cc1)C(O)(c2ccccc2)c3ccccc3	O=C(O)c1ccc(C(O)(c2ccccc2)c2ccccc2)cc1			19672-49-2	Drug_15
NSC.409962	ClCCNC(=O)N(CCCl)N=O	O=NN(CCCl)C(=O)NCCCl	Carmustine		154-93-8	Drug_714
NSC.41274	C(Nc1ncnc2ccccc12)C3CCN(Cc4ccccc4)C3	c1ccc(CN2CCC(CNc3ncnc4ccccc34)C2)cc1		87335723.0	2149-18-0	Drug_189
NSC.41806	CC(=O)Nc1ccc(cc1)S(=O)(=O)Nc2cnc3ccccc3n2	CC(=O)Nc1ccc(S(=O)(=O)Nc2cnc3ccccc3n2)cc1			6632-67-3	Drug_798
NSC.42846	Cc1nc2ccccc2nc1N3CCCC3	Cc1nc2ccccc2nc1N1CCCC1		26664433.0	91959-07-8	Drug_699
NSC.45074	NC(Cc1ccccc1)c2nn[nH]n2	NC(Cc1ccccc1)c1nn[nH]n1		87336504.0	31603-06-2	Drug_1121
NSC.45388	CN(C)N=Nc1[nH]cnc1C(=O)N	CN(C)N=Nc1[nH]cnc1C(N)=O	Dacarbazine		4342-03-4	Drug_77
NSC.45923	COc1c2OC(=O)C=Cc2cc3ccoc13	COc1c2occc2cc2ccc(=O)oc12	Methoxsalen		298-81-7	Drug_1430
NSC.46061	CN1CCN(CCCN2c3ccccc3Sc4ccc(cc24)C(F)(F)F)CC1	CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1		92764763.0		Drug_756
NSC.46213	CCOc1ccc(NC(=O)Nc2cc(ccc2C)C(C)C)cc1	CCOc1ccc(NC(=O)Nc2cc(C(C)C)ccc2C)cc1		26665101.0	6341-38-4	Drug_942
NSC.47085	OC(=O)C1C2CCC(O2)C1C(=O)NCc3cccnc3	O=C(O)C1C2CCC(O2)C1C(=O)NCc1cccnc1			6331-46-0	Drug_531
NSC.48300	O[As](=O)(O)c1ccc(Cc2ccc(cc2)[As](=O)(O)O)cc1	O=[As](O)(O)c1ccc(Cc2ccc([As](=O)(O)O)cc2)cc1	ANTINEOPLASTIC-48300			Drug_212
NSC.49244	CCSCC(N)C(=O)O	CCSCC(N)C(=O)O	L-Cysteine, S-ethyl- (9CI)		2629-59-6	Drug_932
NSC.49842	CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C2)(C(=O)OC)c5cc6c(cc5OC)N(C)[C@H]7[C@](O)([C@H](OC(=O)C)[C@]8(CC)C=CCN9CC[C@]67[C@H]89)C(=O)OC)C1	CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1	Vinblastine sulfate		143-67-9	Drug_1417
NSC.5053	c1ccc(cc1)c2n[n+](c3ccccc3)n(n2)c4ccccc4	c1ccc(-c2nn(-c3ccccc3)[n+](-c3ccccc3)n2)cc1	Red tetrazolium	92764753.0	298-96-4	Drug_234
NSC.50690	CCOc1ccc(NC(=O)c2cc3ccccc3cc2O)cc1	CCOc1ccc(NC(=O)c2cc3ccccc3cc2O)cc1	Azoic coupling component 46	26665169.0	4711-68-6	Drug_90
NSC.51331	S(c1ccccc1)c2ncnc3ccccc23	c1ccc(Sc2ncnc3ccccc23)cc1		26664976.0	6344-76-9	Drug_214
NSC.521778	ON(CC(=O)O)C=O	O=CN(O)CC(=O)O	Amchem 61-265		2618-22-6	Drug_4
NSC.524045	NCCC(=O)NC(Cc1c[nH]cn1)C(=O)O	NCCC(=O)NC(Cc1c[nH]cn1)C(=O)O	.beta.-Alanyl-L-histidine		305-84-0	Drug_992
NSC.53347	C[N+](C)(C)c1ncnc2c1ncn2C3CCCO3	C[N+](C)(C)c1ncnc2c1ncn2C1CCCO1	PF 19			Drug_891
NSC.54902	O=C1\C(=C\c2cccs2)\CCC/C/1=C\c3cccs3	O=C1/C(=C/c2cccs2)CCC/C1=C\c1cccs1	Margeryl		893-01-6	Drug_757
NSC.56817	CC(C)c1c(O)c(O)c(C=O)c2c(O)c(c(C)cc12)c3c(C)cc4c(C(C)C)c(O)c(O)c(C=O)c4c3O	Cc1cc2c(C(C)C)c(O)c(O)c(C=O)c2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O	(+/-)-Gossypol		303-45-7	Drug_1222
NSC.59791	Cc1nc(c2ccccc2)c(s1)c3ccccc3	Cc1nc(-c2ccccc2)c(-c2ccccc2)s1			3755-83-7	Drug_166
NSC.60043	OC(=O)c1ccc(NCc2nc3cc4ccccc4cc3[nH]2)cc1	O=C(O)c1ccc(NCc2nc3cc4ccccc4cc3[nH]2)cc1		92763336.0	6630-29-1	Drug_22
NSC.600882	CN(C)c1ccc(cc1)\N=C(/C)\c2ccccc2	C/C(=N\c1ccc(N(C)C)cc1)c1ccccc1				Drug_83
NSC.602613	O=C1C2C3CC(C=C3)C2C(=O)c4ncccc14	O=C1c2cccnc2C(=O)C2C3C=CC(C3)C12				Drug_276
NSC.603098	Cc1ccc(cn1)c2ccc(Nc3c4ccccc4nc5ccccc35)cc2	Cc1ccc(-c2ccc(Nc3c4ccccc4nc4ccccc34)cc2)cn1				Drug_1352
NSC.606869	Nc1nc(Cl)nc2c1ncn2C3OC(CO)C(O)C3F	Nc1nc(Cl)nc2c1ncn2C1OC(CO)C(O)C1F	Clofarabine		123318-82-1	Drug_642
NSC.608001	CC1(C)CCC(C)(C)c2cc(ccc12)C(=O)Nc3ccc(cc3)C(=O)O	CC1(C)CCC(C)(C)c2cc(C(=O)Nc3ccc(C(=O)O)cc3)ccc21				Drug_390
NSC.608002	CC(C)(C)c1cc(cc(c1)C(C)(C)C)C(=O)\C=C\c2ccc(cc2)C(=O)O	CC(C)(C)c1cc(C(=O)/C=C/c2ccc(C(=O)O)cc2)cc(C(C)(C)C)c1	3,5-Di-tert-butylchalcone			Drug_237
NSC.608210	CCC1=C[C@@H]2CN(C1)Cc3c([nH]c4ccccc34)[C@@](C2)(C(=O)OC)c5cc6c(cc5OC)N(C)[C@H]7[C@](O)([C@H](OC(=O)C)[C@]8(CC)C=CCN9CC[C@]67[C@H]89)C(=O)OC	CCC1=C[C@@H]2CN(C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2	Vinorelbine tartrate		125317-39-7	Drug_1416
NSC.609699	CC[C@@]1(O)C(=O)OCC2=C1C=C3N(Cc4cc5c(CN(C)C)c(O)ccc5nc34)C2=O	CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1	Topotecan hydrochloride		119413-54-6	Drug_196
NSC.613327	NC1=NC(=O)N(C=C1)C2OC(CO)C(O)C2(F)F	Nc1ccn(C2OC(CO)C(O)C2(F)F)c(=O)n1	Gemcitabine hydrochloride		122111-03-9	Drug_60
NSC.615801	CN(C)CCN(C)C(=O)c1cccc2cccc(C(=O)O)c12	CN(C)CCN(C)C(=O)c1cccc2cccc(C(=O)O)c12				Drug_678
NSC.616348	CCc1c2CN3C(=O)C4=C(C=C3c2nc5ccc(OC(=O)N6CCC(CC6)N7CCCCC7)cc15)[C@@](O)(CC)C(=O)OC4	CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC	irinotecan		100286-90-6	Drug_895
NSC.617192	CC(C)(C)C(=O)Nc1ccccc1Br	CC(C)(C)C(=O)Nc1ccccc1Br				Drug_87
NSC.618228	Cc1ccc(cc1)S(=O)(=O)N2CCCCC2CCO	Cc1ccc(S(=O)(=O)N2CCCCC2CCO)cc1				Drug_740
NSC.618487	CN[C@H]1C[C@@H]2OC(C)([C@H]1OC)n3c4ccccc4c5c6CNC(=O)c6c7c8ccccc8n2c7c35	CN[C@H]1C[C@@H]2OC(C)([C@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4	Staurosporine			Drug_788
NSC.618499	Cc1ccc(cc1)S(=O)(=O)CC(=O)CC(=O)C(=O)Nc2cccc(c2)C(F)(F)F	Cc1ccc(S(=O)(=O)CC(=O)CC(=O)C(=O)Nc2cccc(C(F)(F)F)c2)cc1				Drug_344
NSC.619130	O=C(Cc1ccccc1)N[C@H]2CCC(=O)NC2=O	O=C1CC[C@H](NC(=O)Cc2ccccc2)C(=O)N1	Antineoplaston A10			Drug_529
NSC.619163	CC1=NN(C(=O)/C/1=C\c2ccc(cc2)[N+](=O)[O-])c3ccccc3	CC1=NN(c2ccccc2)C(=O)/C1=C\c1ccc([N+](=O)[O-])cc1				Drug_223
NSC.620620	CCOC(=O)[C@H](CCCNC(=O)OC(C)(C)C)NCc1ccc(OC)c(OC)c1	CCOC(=O)[C@H](CCCNC(=O)OC(C)(C)C)NCc1ccc(OC)c(OC)c1				Drug_1554
NSC.621748	CCNC(=O)COc1ccc(Cl)cc1Cl	CCNC(=O)COc1ccc(Cl)cc1Cl				Drug_117
NSC.622218	COC(=O)C1(NC(C2C1C(=O)N(C2=O)c3ccc(OC)cc3)c4ccccc4)c5ccc(OC)cc5	COC(=O)C1(c2ccc(OC)cc2)NC(c2ccccc2)C2C(=O)N(c3ccc(OC)cc3)C(=O)C21				Drug_1442
NSC.622917	CCOC(=O)\C=C(/C)\c1ccc(Cl)cc1	CCOC(=O)/C=C(\C)c1ccc(Cl)cc1				Drug_669
NSC.62343	OC(=O)C(=O)CBr	O=C(O)C(=O)CBr	3-bromopyruvic acid		1113-59-3	Drug_26
NSC.624336	CC(C)c1c(O)c(O)c(C=O)c2c(O)c(c(C)cc12)c3c(C)cc4c(C(C)C)c(O)c(O)c(C=O)c4c3O	Cc1cc2c(C(C)C)c(O)c(O)c(C=O)c2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O	Gossypol			Drug_1222
NSC.624360	C[C@]12CCC(=O)C[C@H]1CCC(O)[C@@H]2Br	C[C@]12CCC(=O)C[C@H]1CCC(O)[C@@H]2Br				Drug_595
NSC.624409	CC1CC2C(C(=O)NC2=O)c3[nH]c4ccccc4c13	CC1CC2C(=O)NC(=O)C2c2[nH]c3ccccc3c21				Drug_780
NSC.624780	OC(=O)CCC1CCc2cccc(O)c2C1=O	O=C(O)CCC1CCc2cccc(O)c2C1=O				Drug_366
NSC.626939	COc1ccc(cc1)C(=O)Nc2ccc(cc2)S(=O)(=O)NCC(=O)O	COc1ccc(C(=O)Nc2ccc(S(=O)(=O)NCC(=O)O)cc2)cc1				Drug_1293
NSC.627012	Nc1ccc2CC3CC(=O)NN=C3c2c1	Nc1ccc2c(c1)C1=NNC(=O)CC1C2				Drug_695
NSC.627211	COc1ccc(cc1)S(=O)(=O)Nc2ccccc2C(=O)O	COc1ccc(S(=O)(=O)Nc2ccccc2C(=O)O)cc1				Drug_1456
NSC.627274	COc1cc2CCc3cc(OC)c(OC)cc3NC(=O)Cc2cc1OC	COc1cc2c(cc1OC)CC(=O)Nc1cc(OC)c(OC)cc1CC2				Drug_1333
NSC.627321	Cc1ccc(cc1)C#CS(=O)(=O)C(F)(F)F	Cc1ccc(C#CS(=O)(=O)C(F)(F)F)cc1				Drug_99
NSC.627679	O=C(N1CCc2c(C1)[nH]c3ccccc23)c4ccccc4	O=C(c1ccccc1)N1CCc2c([nH]c3ccccc23)C1				Drug_925
NSC.627680	CCOC(=O)C1N(Cc2ccccc2)Cc3ccccc3C1=O	CCOC(=O)C1C(=O)c2ccccc2CN1Cc1ccccc1				Drug_675
NSC.627764	C[C@]12CCC3[C@@H](CCC4=CC(=O)CC[C@]34C)C1Cc5c[nH]nc5N2	C[C@]12CCC(=O)C=C1CC[C@@H]1C2CC[C@]2(C)Nc3n[nH]cc3CC12				Drug_1426
NSC.628130	OC(=O)c1c(C(=O)O)c(sc1c2cccc3ccccc23)c4cccc5ccccc45	O=C(O)c1c(-c2cccc3ccccc23)sc(-c2cccc3ccccc23)c1C(=O)O				Drug_337
NSC.628182	O=C1CC(C(=O)N1)c2c([nH]c3ccccc23)c4ccccc4	O=C1CC(c2c(-c3ccccc3)[nH]c3ccccc23)C(=O)N1				Drug_530
NSC.628499	OC(=O)c1ccc2C(=O)N(C(=O)c2c1)c3ccc(cc3)S(=O)(=O)c4ccc(cc4)N5C(=O)c6ccc(cc6C5=O)C(=O)O	O=C(O)c1ccc2c(c1)C(=O)N(c1ccc(S(=O)(=O)c3ccc(N4C(=O)c5ccc(C(=O)O)cc5C4=O)cc3)cc1)C2=O				Drug_68
NSC.628503	CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@]3(C)[C@@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c6ccccc6)C(=C([C@@H](O)C3=O)C5(C)C)C	CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C	Docetaxel		114977-28-5	Drug_1105
NSC.629151	CCCCC(C)C(OC(=O)CC(CC(=O)O)C(=O)O)C(CC(C)CC(O)CCCCC(O)CC(O)C(C)N)OC(=O)CC(CC(=O)O)C(=O)O	CCCCC(C)C(OC(=O)CC(CC(=O)O)C(=O)O)C(CC(C)CC(O)CCCCC(O)CC(O)C(C)N)OC(=O)CC(CC(=O)O)C(=O)O	Fumonisin B1			Drug_1064
NSC.629416	COC(=O)[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](N1)c4ccccc4	COC(=O)[C@@H]1Cc2c([nH]c3ccccc23)[C@H](c2ccccc2)N1				Drug_262
NSC.629713	O=C1c2ccccc2C(=O)c3nc(c4ccccc4)c(nc13)c5ccccc5	O=C1c2ccccc2C(=O)c2nc(-c3ccccc3)c(-c3ccccc3)nc21				Drug_912
NSC.631733	O=C(NCCCN1CCN(CCCNC(=O)c2cnc3ccccc3n2)CC1)c4cnc5ccccc5n4	O=C(NCCCN1CCN(CCCNC(=O)c2cnc3ccccc3n2)CC1)c1cnc2ccccc2n1				Drug_585
NSC.631822	Cc1ccc(NC(=O)CCC(=O)C2CC(=O)CCC2=O)cc1C	Cc1ccc(NC(=O)CCC(=O)C2CC(=O)CCC2=O)cc1C				Drug_206
NSC.632839	Cc1ccc(\C=C\2/CNC\C(=C/c3ccc(C)cc3)\C2=O)cc1	Cc1ccc(/C=C2\CNC/C(=C\c3ccc(C)cc3)C2=O)cc1		92764791.0		Drug_261
NSC.632915	COc1ccccc1N2C(=Nc3ccccc3C2=O)C	COc1ccccc1-n1c(C)nc2ccccc2c1=O				Drug_1307
NSC.633658	CC(C)C(NC(=O)C(CCCCN)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc3ccc(O)cc3)NC(=O)C(C)NC(=O)C(N)Cc4ccccc4)C(=O)NC(C)C(=O)NC(Cc5ccc6ccccc6c5)C(=O)N	CC(NC(=O)C(N)Cc1ccccc1)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CCCCN)C(=O)NC(C(=O)NC(C)C(=O)NC(Cc1ccc2ccccc2c1)C(N)=O)C(C)C				Drug_964
NSC.633781	CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12	CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21	Lovastatin		75330-75-5	Drug_1533
NSC.633782	CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12	CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21	Simvastatin		79902-63-9	Drug_1443
NSC.63607	Oc1nc2ccccc2n1C3CCNCC3	Oc1nc2ccccc2n1C1CCNCC1			6961-12-2	Drug_39
NSC.636790	Oc1ccc(C(=O)\C=C\c2ccccc2O)c(O)c1	O=C(/C=C/c1ccccc1O)c1ccc(O)cc1O				Drug_173
NSC.636802	CCCCCCCCCCCC(=O)OC(COC(=O)N)COc1ccc(Cl)cc1	CCCCCCCCCCCC(=O)OC(COC(N)=O)COc1ccc(Cl)cc1				Drug_998
NSC.637037	Nc1nc(OCc2ccccc2)c3[nH]cnc3n1	Nc1nc(OCc2ccccc2)c2[nH]cnc2n1	O-6-benzylguanine		19916-73-5	Drug_45
NSC.637417	OC(=O)c1c2CCCCc2cc3c(O)c4ccccc4nc13	O=C(O)c1c2c(cc3c(O)c4ccccc4nc13)CCCC2				Drug_735
NSC.63878	NC1=NC(=O)N(C=C1)C2OC(CO)C(O)C2O	Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1	Cytarabine hydrochloride	99355719.0	69-74-9	Drug_21
NSC.639186	CN(Cc1ccc2nc(C)nc(O)c2c1)c3ccc(s3)C(=O)N[C@@H](CCC(=O)O)C(=O)O	Cc1nc(O)c2cc(CN(C)c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)s3)ccc2n1	raltitrexed		112887-68-0	Drug_1232
NSC.639228	[O-][N+](=O)c1ccc(cc1)C(=O)ONC(=O)c2ccc(Cl)cc2	O=C(NOC(=O)c1ccc([N+](=O)[O-])cc1)c1ccc(Cl)cc1				Drug_38
NSC.639395	COC(=O)C1(O)C2CCN(C)C2=Nc3ccccc13	COC(=O)C1(O)c2ccccc2N=C2C1CCN2C				Drug_587
NSC.6396	S=P(N1CC1)(N2CC2)N3CC3	S=P(N1CC1)(N1CC1)N1CC1	Thiotepa	121286611.0	52-24-4	Drug_24
NSC.639824	CC(=O)OC1(CC2OC1C3C2N3C(=O)c4ccccc4)C#N	CC(=O)OC1(C#N)CC2OC1C1C2N1C(=O)c1ccccc1				Drug_884
NSC.639966	CCCCCCCCCCCCCCCCCCOP(=O)([O-])OC1CC[N+](C)(C)CC1	CCCCCCCCCCCCCCCCCCOP(=O)([O-])OC1CC[N+](C)(C)CC1	perifosine		157716-52-4	Drug_440
NSC.63998	Oc1c(cnc2ccccc12)C(=O)\C=C\c3ccccc3	O=C(/C=C/c1ccccc1)c1cnc2ccccc2c1O		89855468.0		Drug_176
NSC.641082	NC(CCCCNCc1ccccc1)C(=O)O	NC(CCCCNCc1ccccc1)C(=O)O				Drug_921
NSC.641447	Cc1cc(nc(Nc2cc3ccccc3[nH]2)n1)c4ccccc4	Cc1cc(-c2ccccc2)nc(Nc2cc3ccccc3[nH]2)n1				Drug_814
NSC.641709	CC(C)c1cccc(C(=O)NCCN(C)C)c1[N+](=O)[O-]	CC(C)c1cccc(C(=O)NCCN(C)C)c1[N+](=O)[O-]				Drug_1133
NSC.642944	CCOC(=O)c1nc2ccc(Cl)cc2c3c1Cc4ccccc34	CCOC(=O)c1nc2ccc(Cl)cc2c2c1Cc1ccccc1-2				Drug_204
NSC.643440	C=Cc1cncc(C#N)c1CCc2c(C=C)cncc2C#N	C=Cc1cncc(C#N)c1CCc1c(C#N)cncc1C=C				Drug_9
NSC.643522	CCN(CC)C(=O)CC12CCCCC1=Nc3ccccc23	CCN(CC)C(=O)CC12CCCCC1=Nc1ccccc12				Drug_711
NSC.643775	CCOC(=O)\C(=C\c1ccccc1)\N(CC)CC	CCOC(=O)/C(=C/c1ccccc1)N(CC)CC				Drug_104
NSC.645165	CCN1C(=O)c2ccccc2N3C(=O)c4cc5ccccc5cc4N=C13	CCn1c(=O)c2ccccc2n2c(=O)c3cc4ccccc4cc3nc12				Drug_162
NSC.645172	O=C(c1ccccc1)c2ccc(OCCOc3ccc(Nc4ccccc4)cc3)cc2	O=C(c1ccccc1)c1ccc(OCCOc2ccc(Nc3ccccc3)cc2)cc1				Drug_584
NSC.645328	COc1ccc2[nH]c3c4C(=O)N(C(=O)c4cc(c5ccccc5)c3c2c1)c6ccccc6	COc1ccc2[nH]c3c4c(cc(-c5ccccc5)c3c2c1)C(=O)N(c1ccccc1)C4=O				Drug_1339
NSC.645603	CC1=NN2C(=NC(C)(C)C1)SC=C2c3ccc(C)cc3	CC1=NN2C(c3ccc(C)cc3)=CSC2=NC(C)(C)C1				Drug_622
NSC.646275	FC(F)(F)c1nc2c(ccc3[nH]c4c(nccc4c23)c5ccccc5)[nH]1	FC(F)(F)c1nc2c(ccc3[nH]c4c(-c5ccccc5)nccc4c32)[nH]1				Drug_177
NSC.646504	Cc1ccc(cc1)C(=O)N2CCN(C(=O)c3ccc(C)cc3)c4ccccc24	Cc1ccc(C(=O)N2CCN(C(=O)c3ccc(C)cc3)c3ccccc32)cc1				Drug_806
NSC.647143	COC(=O)C1(C)NCCc2c1[nH]c3ccccc23	COC(=O)C1(C)NCCc2c1[nH]c1ccccc21				Drug_150
NSC.648272	CN(C)CCCNc1ccnc2c(C)c(ccc12)[N+](=O)[O-]	Cc1c([N+](=O)[O-])ccc2c(NCCCN(C)C)ccnc12				Drug_74
NSC.649890	CN1CC[C@H]([C@@H](O)C1)c2c(O)cc(O)c3C(=O)C=C(Oc23)c4ccccc4Cl	CN1CC[C@@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@@H](O)C1	alvocidib		131740-09-5	Drug_192
NSC.650368	CCn1c2ccccc2c3c(cc4C(=O)N(C(=O)c4c13)c5ccccc5)c6ccccc6	CCn1c2ccccc2c2c(-c3ccccc3)cc3c(c21)C(=O)N(c1ccccc1)C3=O				Drug_233
NSC.650562	O=C(NCCCCNC(=O)\C(=C\c1ccc2[nH]ccc2c1)\C#N)\C(=C\c3ccc4[nH]ccc4c3)\C#N	N#C/C(=C\c1ccc2[nH]ccc2c1)C(=O)NCCCCNC(=O)/C(C#N)=C/c1ccc2[nH]ccc2c1				Drug_527
NSC.650932	CC(NC(=O)\C(=C\c1ccc2[nH]ccc2c1)\C#N)c3ccccc3	CC(NC(=O)/C(C#N)=C/c1ccc2[nH]ccc2c1)c1ccccc1				Drug_1115
NSC.652121	CC([C@H]1C(O)CC2[C@@H]3CCC4[C@@H](OC(=O)C)C(CC[C@]4(C)C3CC[C@]12C)N(C)C(=O)c5ccccc5)N(C)C	CC(=O)O[C@H]1C(N(C)C(=O)c2ccccc2)CC[C@]2(C)C3CC[C@@]4(C)C(CC(O)[C@@H]4C(C)N(C)C)[C@@H]3CCC12	Paxillarine A			Drug_1147
NSC.652287	OCc1ccc(s1)c2oc(cc2)c3ccc(CO)s3	OCc1ccc(-c2ccc(-c3ccc(CO)s3)o2)s1	SOS BISMETHANOL			Drug_20
NSC.654737	CCN(CC)CCCNC(=O)c1ccccc1Nc2c(Cl)cccc2Cl	CCN(CC)CCCNC(=O)c1ccccc1Nc1c(Cl)cccc1Cl				Drug_600
